"Index","Type 1 Departments - Major A&E","Type 2 Departments - Single Specialty","Type 3 Departments - Other A&E/Minor Injury Unit","Total Attendances","Type 1 Departments - Major A&E > 4 hours","Type 2 Departments - Single Specialty > 4 hours","Type 3 Departments - Other A&E/Minor Injury Unit > 4 hours","Total Attendances > 4 hours","Emergency Admissions via Type 1 A&E","Total Emergency Admissions via A&E","Other Emergency Admissions (i.e not via A&E)","Total Emergency Admissions","Number of patients spending >4 hours from decision to admit to admission"
"2015.11538461538",263.251,11.792,132.74,407.783,28.725,0.04,0.317,29.082,75.574,76.657,28.878,105.535,7.28
"2015.13461538462",272.331,11.966,136.367,420.664,35.126,0.048,0.357,35.531,77.36,78.402,28.795,107.197,8.897
"2015.15384615385",262.37,11.945,131.906,406.221,32.203,0.037,0.402,32.642,76.398,77.388,27.362,104.75,8.015
"2015.17307692308",276.892,12.538,137.059,426.489,35.999,0.071,0.356,36.426,77.707,78.799,28.789,107.588,9.036
"2015.19230769231",280.281,12.803,141.69,434.774,30.734,0.041,0.388,31.163,76.472,77.754,28.89,106.644,6.911
"2015.21153846154",278.625,12.608,142.904,434.137,28.606,0.107,0.484,29.197,76.294,77.662,29.315,106.977,5.999
"2015.23076923077",286.565,12.625,146.729,445.919,29.905,0.079,0.536,30.52,77.314,78.675,29.002,107.677,6.662
"2015.25",285.847,13.215,145.955,445.017,34.921,0.088,0.564,35.573,77.388,78.784,29.207,107.991,7.746
"2015.26923076923",282.737,11.721,146.641,441.099,32.857,0.128,0.59,33.575,77.5,78.897,27.263,106.16,7.459
"2015.28846153846",283.444,11.166,148.664,443.274,32.48,0.186,0.609,33.275,75.566,76.9,25.263,102.163,7.434
"2015.30769230769",279.849,12.762,141.821,434.432,28.583,0.137,0.473,29.193,75.697,76.96,27.894,104.854,6.651
"2015.32692307692",281.519,12.777,140.213,434.509,24.339,0.066,0.414,24.819,75.733,76.959,28.383,105.342,5.448
"2015.34615384615",280.608,12.835,139.871,433.314,24.865,0.071,0.485,25.421,76.979,78.272,29.489,107.761,5.396
"2015.36538461538",288.787,12.01,143.646,444.443,28.805,0.066,0.553,29.424,77.591,78.887,27.136,106.023,6.554
"2015.38461538462",286.678,12.967,141.081,440.726,24.871,0.128,0.447,25.446,77.023,78.323,28.848,107.171,5.347
"2015.40384615385",280.605,12.933,140.995,434.533,20.636,0.092,0.47,21.198,76.391,77.722,28.801,106.523,4.253
"2015.42307692308",278.057,11.444,140.609,430.11,22.635,0.175,0.547,23.357,74.952,76.271,25.536,101.807,5.005
"2015.44230769231",284.2,12.243,137.312,433.755,25.162,0.034,0.519,25.715,75.884,77.128,28.101,105.229,5.615
